customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,InternetService,OnlineSecurity,TechSupport,StreamingTV,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
C-7429,Female,0,Yes,No,21,Yes,Fiber optic,No,No,Yes,Month-to-month,No,Credit card (automatic),22.28,464.87,Yes
C-7430,Female,0,Yes,No,54,Yes,Fiber optic,Yes,No,Yes,Month-to-month,Yes,Mailed check,62.64,3382.81,No
C-7431,Male,0,No,Yes,18,No,No,No,Yes,No,One year,Yes,Mailed check,25.0,420.08,No
C-7432,Male,0,Yes,Yes,36,Yes,No,No,Yes,No,One year,Yes,Mailed check,90.92,3254.62,No
C-7433,Female,0,Yes,No,45,Yes,DSL,Yes,No,No internet service,Month-to-month,No,Bank transfer (automatic),78.84,3576.94,Yes
C-7434,Female,1,Yes,No,53,Yes,Fiber optic,No,No,No,Month-to-month,Yes,Electronic check,88.66,4740.56,Yes
C-7435,Female,0,No,No,30,Yes,No,No,No,No internet service,One year,Yes,Electronic check,55.45,1649.48,No
C-7436,Female,0,Yes,No,60,Yes,No,No internet service,Yes,No,Month-to-month,No,Electronic check,54.95,3277.7,Yes
C-7437,Male,0,Yes,No,32,Yes,Fiber optic,No internet service,No,No internet service,Two year,Yes,Bank transfer (automatic),22.53,690.48,No
C-7438,Male,0,No,Yes,67,Yes,No,No,No,No,One year,Yes,Electronic check,52.99,3568.18,No
C-7439,Female,0,Yes,Yes,67,Yes,DSL,No,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),110.93,7414.62,Yes
C-7440,Male,1,Yes,Yes,28,Yes,No,No,Yes,No internet service,Month-to-month,No,Credit card (automatic),55.92,1614.53,No
C-7441,Male,0,No,No,44,Yes,DSL,No,No,No internet service,Two year,Yes,Electronic check,101.14,4432.73,Yes
C-7442,Male,0,Yes,No,41,Yes,Fiber optic,Yes,No internet service,No,Month-to-month,No,Bank transfer (automatic),102.23,4180.84,No
C-7443,Female,0,No,No,63,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,55.32,3495.49,Yes
C-7444,Female,1,Yes,Yes,23,Yes,DSL,No,Yes,Yes,Two year,No,Credit card (automatic),81.2,1897.77,Yes
C-7445,Male,0,No,No,48,No,Fiber optic,Yes,No,Yes,Two year,Yes,Electronic check,27.54,1318.87,No
C-7446,Male,0,Yes,No,32,Yes,DSL,No,No internet service,Yes,Two year,Yes,Bank transfer (automatic),28.37,900.11,No
C-7447,Female,0,No,No,57,No,No,No,Yes,Yes,One year,No,Credit card (automatic),22.87,1353.15,No
C-7448,Female,0,Yes,Yes,33,Yes,No,No,No,Yes,Month-to-month,No,Credit card (automatic),76.1,2462.35,No
C-7449,Female,1,Yes,No,24,Yes,Fiber optic,Yes,No,No,Month-to-month,No,Bank transfer (automatic),60.61,1494.15,No
C-7450,Male,0,No,Yes,39,Yes,Fiber optic,No,Yes,No,One year,No,Mailed check,72.8,2804.11,No
C-7451,Male,0,No,No,34,Yes,No,No,No internet service,Yes,One year,Yes,Bank transfer (automatic),70.11,2412.33,Yes
C-7452,Male,1,Yes,No,56,Yes,Fiber optic,No,No,No,Month-to-month,Yes,Credit card (automatic),53.02,2980.91,No
C-7453,Female,1,No,Yes,28,Yes,Fiber optic,No,No,No,Two year,Yes,Bank transfer (automatic),85.75,2385.18,Yes
C-7454,Female,0,Yes,No,37,Yes,Fiber optic,No,Yes,No,Month-to-month,No,Electronic check,93.85,3509.84,Yes
C-7455,Female,1,No,Yes,7,Yes,Fiber optic,No internet service,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),19.46,87.51,No
C-7456,Female,0,Yes,No,68,Yes,DSL,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),38.72,2605.63,Yes
C-7457,Female,0,No,Yes,37,Yes,DSL,No internet service,No,Yes,Month-to-month,Yes,Bank transfer (automatic),89.32,3311.53,No
C-7458,Male,1,Yes,No,56,Yes,DSL,No,Yes,No,Month-to-month,No,Electronic check,56.66,3158.11,Yes
C-7459,Male,0,Yes,No,65,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),84.25,5487.29,No
C-7460,Male,0,Yes,No,65,Yes,Fiber optic,No,Yes,No,Month-to-month,Yes,Mailed check,52.7,3377.91,No
C-7461,Female,0,Yes,No,47,Yes,Fiber optic,Yes,No internet service,No,One year,No,Bank transfer (automatic),57.08,2644.41,No
C-7462,Male,0,No,No,20,Yes,Fiber optic,Yes,No internet service,Yes,One year,Yes,Electronic check,33.87,640.11,Yes
C-7463,Female,0,No,Yes,19,Yes,DSL,No,No internet service,Yes,One year,No,Bank transfer (automatic),43.82,801.51,Yes
C-7464,Male,0,No,No,29,Yes,Fiber optic,No,Yes,Yes,Two year,No,Credit card (automatic),78.54,2273.59,No
C-7465,Male,0,Yes,No,60,Yes,No,No internet service,No internet service,No,Month-to-month,Yes,Electronic check,61.32,3704.41,Yes
C-7466,Female,0,Yes,No,18,No,Fiber optic,No,Yes,No,Month-to-month,No,Credit card (automatic),95.43,1758.29,Yes
C-7467,Male,0,No,No,35,Yes,No,Yes,No,Yes,Two year,No,Mailed check,103.26,3647.64,No
C-7468,Male,1,No,No,43,Yes,Fiber optic,No,No internet service,Yes,Month-to-month,No,Credit card (automatic),72.16,3072.57,No
C-7469,Male,0,Yes,No,11,No,Fiber optic,No,No,Yes,Two year,Yes,Bank transfer (automatic),93.83,1026.25,Yes
C-7470,Male,0,No,No,49,Yes,Fiber optic,No internet service,No,Yes,Month-to-month,Yes,Mailed check,48.69,2355.75,Yes
C-7471,Male,0,No,No,38,Yes,No,No internet service,Yes,No internet service,Two year,No,Bank transfer (automatic),59.5,2237.45,No
C-7472,Male,0,No,Yes,64,Yes,No,No internet service,Yes,Yes,Month-to-month,No,Credit card (automatic),89.28,5714.27,No
C-7473,Male,1,Yes,No,69,Yes,DSL,No,No,No,Two year,Yes,Mailed check,56.62,3863.59,Yes
C-7474,Female,0,Yes,No,8,Yes,Fiber optic,No,No,No internet service,Month-to-month,Yes,Electronic check,76.85,586.62,Yes
C-7475,Male,0,No,No,34,Yes,Fiber optic,Yes,No,Yes,Two year,No,Bank transfer (automatic),36.54,1285.9,No
C-7476,Female,0,No,No,48,No,Fiber optic,No internet service,No,No,Month-to-month,Yes,Credit card (automatic),77.98,3739.65,No
C-7477,Male,0,Yes,Yes,56,No,DSL,Yes,No,No internet service,One year,No,Bank transfer (automatic),104.15,5826.94,No
C-7478,Female,0,Yes,No,65,Yes,No,Yes,Yes,No internet service,Two year,No,Credit card (automatic),104.86,6767.36,No
C-7479,Female,0,No,No,31,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,90.43,2778.07,Yes
C-7480,Male,0,Yes,No,4,No,DSL,No,No internet service,No,One year,No,Credit card (automatic),92.58,406.95,No
C-7481,Female,0,Yes,Yes,50,Yes,No,No,Yes,No internet service,One year,Yes,Electronic check,73.79,3655.96,Yes
C-7482,Female,0,No,Yes,69,Yes,DSL,No,No,Yes,Month-to-month,No,Mailed check,76.47,5267.94,Yes
C-7483,Male,0,No,No,30,Yes,DSL,No internet service,Yes,No internet service,One year,Yes,Electronic check,31.37,892.53,No
C-7484,Female,0,No,No,59,Yes,DSL,No internet service,No,No,One year,Yes,Electronic check,62.39,3678.84,No
C-7485,Male,0,Yes,No,67,Yes,DSL,No,No,No,Two year,No,Mailed check,63.08,4178.46,No
C-7486,Female,0,No,Yes,45,Yes,No,Yes,Yes,No internet service,Month-to-month,Yes,Mailed check,113.85,5155.21,No
C-7487,Female,0,No,No,4,Yes,DSL,No internet service,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),61.11,276.93,No
C-7488,Female,0,Yes,Yes,26,Yes,DSL,No internet service,No,Yes,Two year,Yes,Mailed check,72.93,1924.95,No
C-7489,Female,0,No,Yes,27,Yes,DSL,No,No,Yes,Two year,Yes,Mailed check,71.33,1904.25,No
C-7490,Male,0,Yes,No,46,Yes,DSL,No,Yes,No,Month-to-month,Yes,Electronic check,81.68,3791.0,Yes
C-7491,Male,0,Yes,No,64,Yes,DSL,Yes,No,No,One year,Yes,Mailed check,92.82,5944.78,No
C-7492,Male,0,Yes,Yes,51,Yes,Fiber optic,No internet service,Yes,No,Month-to-month,No,Electronic check,40.5,2052.88,Yes
C-7493,Male,0,Yes,No,50,Yes,DSL,No,No internet service,No internet service,Month-to-month,No,Electronic check,70.87,3556.03,Yes
C-7494,Male,0,Yes,Yes,6,Yes,No,No,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),100.59,554.77,No
C-7495,Female,0,No,Yes,59,Yes,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),64.31,3758.59,Yes
C-7496,Male,0,Yes,Yes,15,No,DSL,No internet service,No,Yes,One year,Yes,Bank transfer (automatic),45.85,711.98,No
C-7497,Female,0,No,No,30,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,83.47,2478.52,Yes
C-7498,Male,1,No,Yes,42,No,DSL,Yes,No,No,Two year,Yes,Mailed check,100.38,4225.76,No
C-7499,Male,0,Yes,No,37,Yes,DSL,No,No,No,Two year,Yes,Credit card (automatic),24.31,887.98,No
C-7500,Male,0,Yes,Yes,42,Yes,DSL,No,No,No,One year,No,Mailed check,95.68,4054.04,No
C-7501,Male,0,No,Yes,35,No,DSL,No,Yes,No,Month-to-month,Yes,Mailed check,100.16,3550.84,Yes
C-7502,Female,0,No,Yes,6,Yes,Fiber optic,No,Yes,Yes,Month-to-month,No,Electronic check,64.15,423.26,Yes
C-7503,Male,0,Yes,No,68,Yes,No,No,No,Yes,Two year,Yes,Mailed check,116.33,7887.5,No
C-7504,Female,1,Yes,No,18,Yes,DSL,No internet service,Yes,No,One year,Yes,Mailed check,96.67,1709.48,No
C-7505,Female,0,No,No,29,Yes,Fiber optic,Yes,No,Yes,Month-to-month,No,Mailed check,95.37,2763.17,Yes
C-7506,Male,0,Yes,No,59,Yes,DSL,Yes,No,Yes,Two year,No,Bank transfer (automatic),92.78,5424.75,No
C-7507,Female,0,No,No,47,Yes,Fiber optic,Yes,No,Yes,Two year,Yes,Mailed check,33.06,1506.4,Yes
C-7508,Female,1,No,No,17,Yes,DSL,No,No,No,Two year,Yes,Bank transfer (automatic),39.72,680.57,No
C-7509,Male,0,Yes,Yes,22,Yes,DSL,No,No internet service,Yes,One year,Yes,Bank transfer (automatic),64.4,1418.84,No
C-7510,Female,0,Yes,No,68,Yes,DSL,No internet service,No,No internet service,One year,No,Credit card (automatic),44.4,3068.66,No
C-7511,Male,0,Yes,No,69,Yes,DSL,No,No,No,Month-to-month,Yes,Bank transfer (automatic),59.52,4077.06,No
C-7512,Male,1,No,No,37,Yes,Fiber optic,No,Yes,No,Two year,Yes,Credit card (automatic),106.85,3929.26,Yes
C-7513,Female,0,Yes,No,49,Yes,No,No internet service,No internet service,No,Two year,No,Electronic check,100.43,4882.42,No
C-7514,Female,0,Yes,No,13,Yes,DSL,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,81.0,1094.75,Yes
C-7515,Female,0,No,No,34,Yes,Fiber optic,No internet service,No,No,Month-to-month,Yes,Electronic check,103.81,3557.32,Yes
C-7516,Female,0,Yes,No,53,Yes,Fiber optic,No,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),96.38,5140.37,Yes
C-7517,Female,0,No,No,51,No,No,No,Yes,No,Two year,Yes,Credit card (automatic),60.9,3146.18,No
C-7518,Female,0,No,No,3,Yes,DSL,No,Yes,No internet service,Two year,Yes,Electronic check,38.11,116.82,No
C-7519,Female,0,Yes,No,42,Yes,Fiber optic,No,No,No,Month-to-month,Yes,Credit card (automatic),69.42,2910.76,No
C-7520,Male,0,No,No,32,Yes,No,Yes,No,Yes,One year,No,Electronic check,91.62,2914.88,No
C-7521,Male,0,No,No,51,Yes,Fiber optic,No,No,Yes,Month-to-month,Yes,Credit card (automatic),61.64,3152.56,No
C-7522,Male,0,Yes,Yes,46,Yes,Fiber optic,No,No internet service,No,Two year,Yes,Mailed check,84.68,3890.71,Yes
C-7523,Female,0,Yes,No,21,Yes,DSL,No internet service,Yes,Yes,Two year,Yes,Electronic check,27.43,571.19,No
C-7524,Female,0,Yes,Yes,44,Yes,DSL,No,Yes,Yes,Two year,Yes,Mailed check,92.8,4126.89,No
C-7525,Female,0,No,No,11,Yes,Fiber optic,No internet service,No,No internet service,Month-to-month,No,Electronic check,99.27,1140.37,Yes
C-7526,Male,0,Yes,No,68,Yes,Fiber optic,No,No,Yes,Month-to-month,Yes,Electronic check,88.68,6059.89,Yes
C-7527,Male,0,No,No,1,Yes,DSL,No,No,Yes,Month-to-month,Yes,Electronic check,114.73,140.41,Yes
C-7528,Male,1,No,No,63,Yes,Fiber optic,No internet service,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),100.67,6360.27,No
C-7529,Female,0,Yes,No,24,Yes,Fiber optic,No,No,No internet service,Two year,Yes,Mailed check,108.31,2566.05,No
C-7530,Male,0,No,Yes,13,Yes,Fiber optic,No internet service,No,Yes,Two year,No,Electronic check,111.36,1403.59,No
C-7531,Male,0,Yes,No,11,Yes,Fiber optic,No,No,No internet service,Two year,Yes,Bank transfer (automatic),98.13,1098.5,Yes
C-7532,Female,0,No,No,51,Yes,No,No,No,No internet service,Two year,Yes,Bank transfer (automatic),85.43,4379.81,No
C-7533,Male,0,No,No,17,Yes,DSL,Yes,No,No,One year,Yes,Electronic check,18.57,270.39,No
C-7534,Male,0,Yes,No,24,Yes,No,No,No,Yes,One year,Yes,Mailed check,64.58,1592.73,No
C-7535,Male,0,Yes,No,19,Yes,DSL,No,Yes,Yes,Two year,Yes,Electronic check,75.12,1386.39,Yes
C-7536,Female,0,No,Yes,37,Yes,DSL,No,Yes,No,Two year,Yes,Electronic check,48.4,1769.39,No
C-7537,Male,0,No,No,8,Yes,DSL,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),49.81,415.72,Yes
C-7538,Female,0,No,Yes,28,Yes,DSL,Yes,No,No internet service,Month-to-month,Yes,Electronic check,114.12,3162.35,Yes
C-7539,Female,0,Yes,No,5,Yes,DSL,Yes,No,No,Month-to-month,No,Mailed check,107.17,491.39,Yes
C-7540,Male,0,Yes,No,17,Yes,DSL,Yes,No,No,Two year,Yes,Bank transfer (automatic),102.92,1732.75,Yes
C-7541,Male,1,Yes,Yes,36,Yes,No,No,No,No internet service,One year,No,Electronic check,58.6,2136.2,No
C-7542,Female,0,No,No,19,Yes,DSL,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.37,359.4,No
C-7543,Female,0,Yes,No,64,Yes,Fiber optic,No,No,Yes,One year,No,Electronic check,26.02,1680.58,Yes
C-7544,Female,0,Yes,No,11,Yes,DSL,No,Yes,Yes,One year,Yes,Credit card (automatic),49.22,549.38,No
C-7545,Female,0,No,Yes,54,Yes,No,No internet service,Yes,No,Month-to-month,Yes,Mailed check,19.57,1009.0,No
C-7546,Female,0,No,Yes,45,Yes,Fiber optic,Yes,No,Yes,Month-to-month,No,Credit card (automatic),19.71,935.8,Yes
C-7547,Male,0,Yes,No,47,Yes,DSL,No internet service,No,No,One year,Yes,Mailed check,109.66,5108.16,Yes
C-7548,Female,0,Yes,Yes,12,No,Fiber optic,Yes,Yes,No,Month-to-month,Yes,Electronic check,88.62,1110.22,Yes
C-7549,Male,0,No,No,21,Yes,Fiber optic,No,No,No internet service,One year,Yes,Bank transfer (automatic),48.9,1031.89,No
C-7550,Female,1,Yes,No,11,Yes,Fiber optic,No,Yes,No,Month-to-month,Yes,Credit card (automatic),31.26,390.18,Yes
C-7551,Male,0,Yes,Yes,5,Yes,Fiber optic,Yes,No,No internet service,Two year,Yes,Bank transfer (automatic),69.16,307.28,Yes
C-7552,Female,1,Yes,No,56,Yes,Fiber optic,No,No,Yes,One year,Yes,Credit card (automatic),18.53,1036.72,No
C-7553,Male,0,No,No,20,Yes,No,No,No,No,One year,Yes,Credit card (automatic),111.84,2203.75,No
C-7554,Male,0,No,No,41,Yes,Fiber optic,No internet service,Yes,Yes,Two year,Yes,Electronic check,59.48,2393.78,Yes
C-7555,Female,0,Yes,No,46,Yes,DSL,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,58.23,2690.33,No
C-7556,Female,0,Yes,No,12,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),57.06,655.5,Yes
C-7557,Male,1,No,No,70,Yes,Fiber optic,No,Yes,No,Month-to-month,Yes,Mailed check,24.93,1753.87,No
C-7558,Male,0,No,No,17,Yes,Fiber optic,Yes,Yes,Yes,One year,No,Credit card (automatic),81.83,1352.35,Yes
C-7559,Male,0,No,Yes,19,Yes,DSL,No,No,Yes,One year,Yes,Credit card (automatic),91.3,1717.9,No
C-7560,Female,1,No,No,26,Yes,Fiber optic,Yes,No internet service,No,One year,No,Mailed check,85.61,2254.02,No
C-7561,Female,0,No,No,48,Yes,No,No,No internet service,No,Month-to-month,No,Electronic check,31.84,1522.03,No
C-7562,Female,0,No,No,52,Yes,DSL,No,No,Yes,Month-to-month,No,Bank transfer (automatic),75.88,3958.53,Yes
C-7563,Female,0,Yes,No,70,Yes,Fiber optic,No,No internet service,Yes,Month-to-month,No,Electronic check,74.95,5261.25,No
C-7564,Male,0,Yes,No,55,No,Fiber optic,No internet service,Yes,No,Month-to-month,No,Credit card (automatic),104.84,5800.58,Yes
C-7565,Female,0,Yes,No,33,Yes,No,No internet service,Yes,No,One year,Yes,Mailed check,55.91,1827.52,No
C-7566,Female,0,No,Yes,62,Yes,Fiber optic,No,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),55.15,3438.03,No
C-7567,Female,0,No,Yes,23,Yes,DSL,No,No,No,Month-to-month,Yes,Electronic check,79.85,1882.71,Yes
C-7568,Female,0,No,Yes,15,Yes,No,Yes,No,Yes,Two year,No,Bank transfer (automatic),81.31,1242.67,No
C-7569,Female,0,Yes,No,27,Yes,Fiber optic,No,No,No,Month-to-month,No,Mailed check,64.93,1752.1,Yes
C-7570,Male,1,Yes,No,64,Yes,DSL,Yes,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),62.31,4000.91,No
C-7571,Female,0,Yes,No,51,Yes,DSL,Yes,No,No,One year,No,Electronic check,67.41,3461.88,No
C-7572,Male,0,Yes,No,53,Yes,Fiber optic,No internet service,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),104.1,5528.53,Yes
C-7573,Female,0,No,No,51,Yes,DSL,No,No,No internet service,One year,Yes,Credit card (automatic),64.12,3221.79,No
C-7574,Female,0,No,No,47,Yes,DSL,No,Yes,Yes,Two year,No,Electronic check,111.99,5233.01,No
C-7575,Female,0,Yes,No,4,Yes,No,No,No internet service,Yes,Two year,Yes,Electronic check,68.4,304.65,Yes
C-7576,Female,0,Yes,No,7,Yes,DSL,No,Yes,Yes,Month-to-month,Yes,Electronic check,112.92,767.71,No
C-7577,Male,1,No,Yes,35,Yes,Fiber optic,Yes,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),101.28,3567.96,No
C-7578,Male,0,Yes,Yes,48,Yes,DSL,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),54.24,2590.73,Yes
C-7579,Female,0,No,No,72,Yes,Fiber optic,Yes,No,No,Month-to-month,No,Mailed check,104.36,7516.11,Yes
C-7580,Male,0,Yes,No,45,Yes,Fiber optic,No,No,No internet service,Month-to-month,Yes,Electronic check,29.01,1262.25,No
C-7581,Male,0,Yes,No,72,Yes,DSL,No,Yes,No internet service,Two year,No,Mailed check,110.5,7924.12,Yes
C-7582,Female,0,Yes,No,19,Yes,Fiber optic,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),81.16,1587.76,No
C-7583,Male,0,Yes,Yes,63,Yes,DSL,No,No internet service,Yes,Month-to-month,Yes,Mailed check,23.44,1515.73,No
C-7584,Male,0,No,No,38,Yes,No,Yes,No internet service,No internet service,One year,No,Credit card (automatic),82.43,3147.57,No
C-7585,Female,1,Yes,No,67,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,115.42,7729.1,Yes
C-7586,Female,0,Yes,Yes,59,No,Fiber optic,No internet service,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),24.98,1491.4,No
C-7587,Male,0,Yes,No,69,No,Fiber optic,No,No internet service,No,Month-to-month,Yes,Mailed check,73.47,5081.29,Yes
C-7588,Female,0,Yes,No,13,Yes,DSL,No internet service,No,No,Month-to-month,Yes,Mailed check,92.78,1213.0,No
C-7589,Female,0,Yes,No,47,Yes,Fiber optic,No internet service,Yes,No,Month-to-month,No,Bank transfer (automatic),99.03,4610.33,No
C-7590,Female,0,No,Yes,61,Yes,Fiber optic,No,No internet service,No,Month-to-month,No,Bank transfer (automatic),59.38,3635.46,No
C-7591,Male,0,No,No,31,Yes,DSL,No,No,No internet service,One year,Yes,Credit card (automatic),38.42,1217.91,No
C-7592,Female,0,No,No,22,Yes,Fiber optic,No internet service,No internet service,Yes,Month-to-month,Yes,Electronic check,22.23,538.47,Yes
C-7593,Female,0,Yes,Yes,43,Yes,DSL,No,No internet service,Yes,Month-to-month,No,Electronic check,75.97,3217.82,No
C-7594,Male,0,Yes,No,67,Yes,Fiber optic,Yes,No internet service,No,Two year,No,Bank transfer (automatic),63.29,4263.45,No
C-7595,Male,0,Yes,No,54,Yes,DSL,No internet service,No,No internet service,Month-to-month,No,Bank transfer (automatic),112.87,6102.16,No
C-7596,Male,0,Yes,No,10,Yes,Fiber optic,No,No,Yes,One year,Yes,Electronic check,24.06,234.01,Yes
C-7597,Male,0,No,No,42,Yes,DSL,Yes,No,Yes,Month-to-month,No,Electronic check,86.54,3597.44,No
C-7598,Male,0,No,Yes,64,Yes,DSL,No,No,Yes,Month-to-month,No,Electronic check,20.5,1302.91,Yes
C-7599,Female,0,No,No,21,Yes,Fiber optic,No internet service,Yes,Yes,Month-to-month,No,Credit card (automatic),35.14,723.38,No
C-7600,Male,0,Yes,No,66,Yes,No,No,No,No internet service,Month-to-month,Yes,Electronic check,63.36,4162.04,No
C-7601,Female,0,Yes,Yes,41,Yes,Fiber optic,No,No,No,Month-to-month,No,Electronic check,63.49,2626.18,No
C-7602,Male,0,No,No,24,Yes,DSL,No,No internet service,No,Month-to-month,No,Electronic check,86.57,2097.75,Yes
C-7603,Female,0,Yes,No,35,Yes,DSL,No,Yes,No,Month-to-month,No,Mailed check,109.02,3824.6,No
C-7604,Female,0,No,No,56,Yes,No,No,No,No internet service,Month-to-month,Yes,Electronic check,81.9,4630.27,Yes
C-7605,Male,0,No,No,30,Yes,Fiber optic,No,Yes,Yes,Month-to-month,Yes,Mailed check,113.35,3385.49,No
C-7606,Male,0,No,Yes,57,Yes,DSL,No,Yes,No,Month-to-month,Yes,Electronic check,106.16,6025.5,Yes
C-7607,Male,0,No,No,47,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),76.45,3608.74,Yes
C-7608,Male,0,Yes,Yes,35,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,101.38,3518.18,Yes
C-7609,Male,0,Yes,Yes,19,Yes,No,No,Yes,No,One year,Yes,Mailed check,82.26,1544.44,No
C-7610,Male,0,Yes,No,8,Yes,No,No internet service,No,Yes,Month-to-month,Yes,Credit card (automatic),25.86,179.34,Yes
C-7611,Female,0,No,No,26,Yes,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),92.06,2350.48,No
C-7612,Female,0,Yes,No,71,Yes,DSL,Yes,No internet service,Yes,One year,Yes,Mailed check,27.49,1984.54,No
C-7613,Female,0,No,Yes,30,Yes,DSL,No,No internet service,No,Month-to-month,Yes,Electronic check,77.41,2297.75,No
C-7614,Female,0,No,No,7,Yes,Fiber optic,No internet service,No internet service,Yes,Two year,No,Electronic check,88.26,615.12,Yes
C-7615,Female,0,No,No,67,Yes,Fiber optic,Yes,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),24.65,1605.88,No
C-7616,Male,0,Yes,No,65,Yes,Fiber optic,Yes,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),41.08,2690.13,No
C-7617,Male,0,Yes,No,36,Yes,Fiber optic,Yes,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),109.57,3927.58,Yes
C-7618,Female,0,No,No,25,Yes,Fiber optic,No,No,No internet service,Two year,Yes,Mailed check,79.63,2015.22,No
C-7619,Female,0,No,No,37,Yes,Fiber optic,Yes,Yes,No internet service,One year,Yes,Bank transfer (automatic),42.63,1568.55,No
C-7620,Male,0,No,Yes,1,Yes,DSL,No,Yes,No internet service,Month-to-month,Yes,Mailed check,87.07,56.65,Yes
C-7621,Male,0,Yes,No,15,No,DSL,No,Yes,Yes,Month-to-month,No,Electronic check,77.68,1166.52,Yes
C-7622,Male,0,No,No,37,Yes,Fiber optic,No internet service,No,Yes,Month-to-month,Yes,Mailed check,68.16,2484.97,Yes
C-7623,Male,0,No,No,13,Yes,Fiber optic,No,No,No,Month-to-month,Yes,Credit card (automatic),115.62,1497.11,Yes
C-7624,Female,0,Yes,Yes,8,Yes,DSL,Yes,No internet service,Yes,One year,No,Electronic check,86.35,672.53,Yes
C-7625,Female,0,No,No,5,Yes,Fiber optic,No,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),55.54,318.9,Yes
C-7626,Male,0,No,No,60,Yes,Fiber optic,No internet service,No,No internet service,Month-to-month,Yes,Electronic check,98.01,5836.69,No
C-7627,Male,0,Yes,No,1,Yes,Fiber optic,No,No,No,One year,No,Mailed check,106.46,125.86,Yes
C-7628,Female,1,Yes,No,36,Yes,DSL,No internet service,No internet service,No,Month-to-month,Yes,Electronic check,30.52,1067.0,Yes
C-7629,Female,1,No,No,35,Yes,Fiber optic,No internet service,Yes,No internet service,Month-to-month,No,Mailed check,38.06,1314.0,No
C-7630,Female,0,Yes,No,66,Yes,DSL,Yes,No internet service,No,One year,Yes,Bank transfer (automatic),39.62,2606.47,No
C-7631,Male,1,No,No,63,No,No,No,Yes,No,Two year,No,Mailed check,87.12,5529.36,Yes
C-7632,Female,0,No,Yes,23,Yes,DSL,No,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),78.3,1775.16,Yes
C-7633,Male,0,No,No,9,Yes,Fiber optic,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),79.9,678.23,No
C-7634,Male,0,No,No,34,Yes,DSL,Yes,No internet service,Yes,Month-to-month,No,Credit card (automatic),112.08,3792.59,No
C-7635,Male,0,Yes,No,46,Yes,Fiber optic,No,No,No internet service,Month-to-month,No,Electronic check,95.59,4357.61,No
C-7636,Female,0,Yes,No,4,Yes,Fiber optic,No internet service,Yes,No internet service,Month-to-month,No,Mailed check,30.79,86.02,No
C-7637,Female,1,No,Yes,30,Yes,DSL,Yes,Yes,No internet service,Month-to-month,No,Electronic check,52.75,1589.89,No
C-7638,Male,0,Yes,No,72,Yes,Fiber optic,No internet service,No,No,Month-to-month,No,Credit card (automatic),61.54,4386.97,No
C-7639,Female,0,No,No,3,Yes,DSL,Yes,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),57.6,125.89,No
C-7640,Male,0,No,No,14,Yes,DSL,Yes,No,Yes,Month-to-month,Yes,Mailed check,84.93,1210.46,Yes
C-7641,Female,0,Yes,Yes,60,No,Fiber optic,No internet service,No,Yes,Month-to-month,Yes,Credit card (automatic),107.19,6417.56,Yes
C-7642,Male,0,Yes,No,45,Yes,DSL,No,No,No,Month-to-month,No,Mailed check,48.61,2149.99,No
C-7643,Male,0,No,No,34,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),73.19,2463.82,No
C-7644,Female,0,No,No,45,Yes,Fiber optic,Yes,No,Yes,Month-to-month,No,Electronic check,96.94,4376.51,No
